date,local,outside,foreign
2024-07-06,205096.5,143636.5,1408.8100000000004
2024-07-07,195191.5,140388.5,1495.0700000000004
2024-07-08,214665.5,85795.5,1233.9900000000002
2024-07-09,218211.0,95301.5,1302.7400000000002
2024-07-10,221791.5,100254.0,1259.9899999999998
2024-07-11,221410.0,109291.0,1300.6100000000001
2024-07-12,227150.0,121464.0,1287.9300000000003
2024-07-13,209345.5,172228.0,1466.42
2024-07-14,200823.0,163604.0,1379.7599999999993
2024-07-15,222082.0,108045.0,1578.3600000000004
2024-07-16,217371.0,105850.5,1745.63
2024-07-17,219590.0,98227.5,2105.69
2024-07-18,211914.5,90450.5,1844.8700000000003
2024-07-19,227867.5,124848.5,1980.45
