date,gonjiam_slope_lag7_29
2025-04-10,0.05816082298136643
2025-04-11,0.05709549689440991
2025-04-12,0.044337701863354
2025-04-13,0.025529409937888166
2025-04-14,0.016302810559006186
2025-04-15,0.02100066770186334
2025-04-16,0.02520251552795029
2025-04-17,0.04163228260869563
2025-04-18,0.048593090062111786
2025-04-19,0.043596568322981366
2025-04-20,0.028077142857142863
2025-04-21,0.0204203105590062
2025-04-22,0.021899860248447204
2025-04-23,0.02173076086956522
2025-04-24,0.024557329192546593
2025-04-25,0.0289817391304348
2025-04-26,0.027955916149068342
2025-04-27,0.01827841614906833
2025-04-28,0.017630232919254675
2025-04-29,0.02551819875776398
2025-04-30,0.02858434782608699
2025-05-01,0.026104378881987602
2025-05-02,0.024920760869565246
2025-05-03,0.008936304347826109
2025-05-04,-0.010072003105590045
2025-05-05,-0.01646069875776396
2025-05-06,-0.011743152173913028
2025-05-07,-0.005436149068322981
2025-05-08,-0.004675295031055926
2025-05-09,-0.0005806055900621294
2025-05-10,-0.009221086956521757
2025-05-11,-0.018185590062111824
2025-05-12,-0.020197732919254675
2025-05-13,-0.0165257142857143
2025-05-14,-0.012670481366459633
2025-05-15,-0.01262537267080749
2025-05-16,-0.013307344720496933
2025-05-17,-0.019952515527950354
2025-05-18,-0.028412562111801282
2025-05-19,-0.02835900621118017
2025-05-20,-0.02204072981366462
2025-05-21,-0.014104829192546606
2025-05-22,-0.008288183229813695
2025-05-23,-0.0023588043478261355
2025-05-24,-0.0045202950310559275
2025-05-25,-0.018196723602484494
2025-05-26,-0.02213930124223605
2025-05-27,-0.018523633540372685
2025-05-28,-0.015401133540372666
2025-05-29,-0.014682515527950314
2025-05-30,-0.014829099378881995
2025-05-31,-0.01764440993788819
2025-06-01,-0.02889440993788818
2025-06-02,-0.030850155279503088
2025-06-03,-0.026775093167701835
2025-06-04,-0.02071607142857141
2025-06-05,-0.011280900621117999
2025-06-06,-0.007188975155279501
2025-06-07,-0.0064478416149068045
2025-06-08,-0.010875170807453401
2025-06-09,-0.005055698757763961
2025-06-10,-0.00041700310559003963
