date,hwadam_foliage,ski_field,mirasia,mirasia_brunch,damha,sled
2023-01-01,,69.02187,0.23579,0.17074,0.21953,87.15814
2023-01-02,,85.97446,0.34962,0.17887,0.26831,100.0
2023-01-03,,76.60785,0.20326,0.24392,0.27644,72.53269
2023-01-04,,75.12805,0.26831,0.16261,0.22766,79.07253
2023-01-05,,75.2988,0.37401,0.21953,0.21139,71.58145
2023-01-06,0.04065,78.7625,0.21953,0.14635,0.21953,73.00832
2023-01-07,,85.54354,0.26018,0.12196,0.26018,65.51724
2023-01-08,0.04065,77.40466,0.24392,0.17887,0.26018,65.51724
2023-01-09,,87.34043,0.26018,0.16261,0.30083,66.11177
2023-01-10,,78.60801,0.24392,0.13009,0.2927,59.09631
2023-01-11,,73.67265,0.24392,0.187,0.26018,51.0107
2023-01-12,,72.32295,0.28457,0.09756,0.21953,51.84304
2023-01-13,,74.00601,0.34962,0.09756,0.32522,45.65992
2023-01-14,,76.2257,0.25205,0.11383,0.2927,42.33055
2023-01-15,,80.722,0.40653,0.17074,0.43092,50.29726
2023-01-16,0.04878,77.78681,0.31709,0.10569,0.24392,48.63258
2023-01-17,,70.58297,0.27644,0.13822,0.3984,41.85493
2023-01-18,,66.46068,0.41466,0.13009,0.28457,37.81212
2023-01-19,,65.57443,0.31709,0.04878,0.187,34.95838
2023-01-20,,79.51052,0.31709,0.16261,0.21953,34.12604
2023-01-21,,68.08683,0.32522,0.16261,0.30896,36.86087
2023-01-22,0.06504,91.58468,0.34149,0.13009,0.35775,51.24851
2023-01-23,,100.0,0.37401,0.17074,0.62606,60.04756
2023-01-24,0.04878,68.74542,0.39027,0.10569,0.5041,35.90963
2023-01-25,,77.45345,0.30896,0.22766,0.30896,44.47086
2023-01-26,,78.58362,0.26831,0.187,0.44719,42.68727
2023-01-27,,77.29896,0.30083,0.14635,0.37401,44.94649
2023-01-28,0.04878,80.28294,0.24392,0.23579,0.34962,48.39476
2023-01-29,,70.68867,0.17887,0.17074,0.31709,43.63852
2023-01-30,,74.82722,0.28457,0.10569,0.48784,39.95243
2023-01-31,,66.42003,0.33336,0.187,0.28457,37.69322
2023-02-01,,61.30579,0.20326,0.19513,0.22766,39.239
2023-02-02,,60.72851,0.31709,0.12196,0.41466,37.57431
2023-02-03,,65.96471,0.35775,0.21139,0.30896,43.75743
2023-02-04,0.04065,71.00577,0.28457,0.187,0.39027,41.85493
2023-02-05,,60.08618,0.22766,0.22766,0.24392,40.42806
2023-02-06,,65.18416,0.19513,0.21139,0.48784,35.55291
2023-02-07,,54.32962,0.23579,0.15448,0.23579,29.4887
2023-02-08,,50.7277,0.17887,0.06504,0.30896,29.25089
2023-02-09,,49.80892,0.25205,0.09756,0.30896,24.61355
2023-02-10,,53.72794,0.38214,0.16261,0.33336,36.02853
2023-02-11,0.04065,63.11082,0.35775,0.10569,0.28457,35.67181
2023-02-12,0.04878,51.93105,0.38214,0.187,0.23579,30.55885
2023-02-13,,53.4515,0.37401,0.17887,0.21953,28.89417
2023-02-14,,42.83275,0.19513,0.12196,0.21139,20.68965
2023-02-15,,40.86511,0.15448,0.07317,0.21953,21.04637
2023-02-16,0.05691,40.37726,0.17074,0.15448,0.21953,21.87871
2023-02-17,,40.31222,0.33336,0.16261,0.34149,20.57074
2023-02-18,0.04878,39.06008,0.20326,0.06504,0.35775,21.99762
2023-02-19,0.04878,35.14919,0.3984,0.12196,0.33336,23.06777
2023-02-20,,35.40125,0.23579,0.13009,0.26831,18.66825
2023-02-21,0.04065,30.07561,0.21139,0.05691,0.28457,17.00356
2023-02-22,0.08943,25.96146,0.19513,0.07317,0.23579,14.98216
2023-02-23,0.05691,25.90454,0.28457,0.11383,0.27644,20.09512
2023-02-24,,26.32734,0.30896,0.06504,0.39027,20.09512
2023-02-25,0.04878,28.13236,0.34149,0.0813,0.27644,21.28418
2023-02-26,0.05691,21.96926,0.37401,0.0813,0.25205,17.36028
2023-02-27,0.08943,20.14797,0.22766,0.07317,0.22766,8.79904
2023-02-28,0.05691,17.67623,0.25205,0.05691,0.28457,5.23186
2023-03-01,0.07317,9.08203,0.10569,,0.15448,1.18906
2023-03-02,0.14635,4.55321,0.04065,,0.16261,
2023-03-03,0.17074,3.92714,0.0813,,0.21953,0.71343
2023-03-04,0.07317,3.24416,0.08943,,0.11383,
2023-03-05,0.04065,2.47987,0.0813,,0.21139,1.07015
2023-03-06,,2.02455,0.09756,0.04065,0.25205,
2023-03-07,0.04065,1.37409,0.13009,,0.07317,0.59453
2023-03-08,0.11383,1.44727,0.0813,,0.13009,0.71343
2023-03-09,0.08943,1.21961,0.19513,0.05691,0.16261,
2023-03-10,0.21953,1.06512,0.17887,0.04065,0.19513,0.59453
2023-03-11,0.08943,1.01634,0.30083,0.04065,0.26831,
2023-03-12,0.15448,0.95942,0.14635,0.0813,0.11383,
2023-03-13,0.06504,0.98381,0.16261,0.07317,0.25205,0.71343
2023-03-14,0.09756,0.84559,0.11383,0.04878,0.26018,
2023-03-15,0.06504,0.73989,0.19513,,0.23579,
2023-03-16,0.11383,0.73989,0.26831,0.07317,0.2927,
2023-03-17,0.16261,0.54475,0.26831,,0.26018,
2023-03-18,0.17887,0.63419,0.23579,0.07317,0.30896,
2023-03-19,0.17887,0.65045,0.13822,0.08943,0.17074,
2023-03-20,0.13009,0.54475,0.13822,,0.11383,
2023-03-21,0.19513,0.43092,0.07317,,0.21139,
2023-03-22,0.16261,0.30896,0.187,0.04065,0.25205,
2023-03-23,0.21953,0.35775,0.05691,0.07317,0.14635,
2023-03-24,0.24392,0.23579,0.19513,0.05691,0.30896,
2023-03-25,0.26018,0.41466,0.26831,0.08943,0.22766,
2023-03-26,0.21953,0.20326,0.20326,0.04878,0.23579,
2023-03-27,0.23579,0.26831,0.19513,0.07317,0.19513,
2023-03-28,0.30083,0.22766,0.20326,0.2927,0.24392,
2023-03-29,0.27644,0.23579,0.30896,0.12196,0.21139,
2023-03-30,0.21953,0.19513,0.25205,0.22766,0.24392,
2023-03-31,0.32522,0.187,0.39027,0.15448,0.38214,
2023-04-01,0.34962,0.19513,0.21953,0.13009,0.31709,
2023-04-02,0.32522,0.10569,0.34962,0.06504,0.32522,
2023-04-03,0.31709,0.22766,0.28457,0.187,0.26018,
2023-04-04,0.30896,0.17074,0.16261,0.13009,0.23579,
2023-04-05,0.30896,0.11383,0.30083,0.13822,0.2927,
2023-04-06,0.25205,0.187,0.26018,0.17074,0.25205,
2023-04-07,0.20326,0.20326,0.2927,0.12196,0.32522,
2023-04-08,0.31709,0.187,0.34962,0.0813,0.45532,
2023-04-09,0.15448,0.32522,0.34962,0.16261,0.38214,
2023-04-10,0.17887,0.21139,0.22766,0.13009,0.30896,
2023-04-11,0.19513,0.17074,0.30083,0.10569,0.28457,
2023-04-12,0.17887,0.19513,0.30896,0.12196,0.36588,
2023-04-13,0.10569,0.11383,0.187,0.11383,0.24392,
2023-04-14,0.2927,0.19513,0.43906,0.10569,0.16261,
2023-04-15,0.14635,0.11383,0.35775,0.0813,0.30896,
2023-04-16,0.21139,0.20326,0.34149,0.16261,0.24392,
2023-04-17,0.16261,0.26831,0.26831,0.187,0.24392,
2023-04-18,0.06504,0.21953,0.15448,0.06504,0.22766,
2023-04-19,0.08943,0.19513,0.32522,0.17887,0.34149,
2023-04-20,0.07317,0.20326,0.27644,0.06504,0.30896,
2023-04-21,0.13822,0.28457,0.37401,0.17887,0.34149,
2023-04-22,0.19513,0.23579,0.27644,0.17074,0.39027,
2023-04-23,0.19513,0.26018,0.33336,0.15448,0.32522,
2023-04-24,0.09756,0.16261,0.32522,0.13822,0.24392,
2023-04-25,0.0813,0.17074,0.35775,0.17074,0.23579,
2023-04-26,0.11383,0.23579,0.26831,0.04065,0.24392,
2023-04-27,0.10569,0.15448,0.34962,0.09756,0.17887,
2023-04-28,0.08943,0.17074,0.31709,0.11383,0.32522,
2023-04-29,0.13822,0.13822,0.31709,0.13822,0.39027,
2023-04-30,0.21139,0.33336,0.34962,0.08943,0.43092,
2023-05-01,0.19513,0.24392,0.3984,0.15448,0.30083,
2023-05-02,0.17887,0.22766,0.33336,0.09756,0.17074,
2023-05-03,0.04878,0.17887,0.26018,0.19513,0.35775,
2023-05-04,0.13009,0.23579,0.14635,0.08943,0.22766,
2023-05-05,0.15448,0.10569,0.49597,0.11383,0.30083,
2023-05-06,0.07317,0.17887,0.36588,0.06504,0.36588,
2023-05-07,0.09756,0.15448,0.24392,0.0813,0.20326,
2023-05-08,0.05691,0.15448,0.187,0.10569,0.21139,
2023-05-09,0.11383,0.23579,0.2927,0.04878,0.21953,
2023-05-10,0.06504,0.187,0.11383,0.05691,0.17887,
2023-05-11,0.14635,0.26018,0.21139,0.10569,0.27644,
2023-05-12,,0.10569,0.11383,0.10569,0.27644,
2023-05-13,0.12196,0.21139,0.34149,0.08943,0.38214,
2023-05-14,0.17074,0.24392,0.17887,0.09756,0.22766,
2023-05-15,0.14635,0.21953,0.17887,0.13009,0.11383,
2023-05-16,0.0813,0.187,0.37401,0.12196,0.12196,
2023-05-17,0.09756,0.27644,0.14635,0.04878,0.22766,
2023-05-18,0.06504,0.27644,0.28457,0.10569,0.25205,
2023-05-19,0.0813,0.187,0.47158,0.21953,0.30896,
2023-05-20,0.187,0.17887,0.2927,0.17887,0.34149,
2023-05-21,0.24392,0.26831,0.19513,0.12196,0.21139,
2023-05-22,0.13822,0.13822,0.28457,0.15448,0.21139,
2023-05-23,0.13009,0.15448,0.23579,0.17887,0.23579,
2023-05-24,0.10569,0.26018,0.30083,0.12196,0.17887,
2023-05-25,0.05691,0.23579,0.26018,0.20326,0.22766,
2023-05-26,0.07317,0.09756,0.60167,0.10569,0.35775,
2023-05-27,0.187,0.16261,0.52036,0.17074,0.33336,
2023-05-28,0.17074,0.13822,0.39027,0.08943,0.21953,
2023-05-29,0.13822,0.17887,0.23579,0.11383,0.23579,
2023-05-30,0.14635,0.32522,0.2927,0.15448,0.17887,
2023-05-31,0.16261,0.16261,0.37401,0.12196,0.20326,
2023-06-01,0.0813,0.17074,0.26831,0.17887,0.22766,
2023-06-02,0.09756,0.13822,0.35775,0.21953,0.38214,
2023-06-03,0.13822,0.25205,0.32522,0.21953,0.2927,
2023-06-04,0.187,0.26018,0.58541,0.10569,0.34149,
2023-06-05,0.07317,0.15448,0.26018,0.20326,0.34149,
2023-06-06,0.30083,0.26831,0.40653,0.187,0.30083,
2023-06-07,0.32522,0.30083,0.28457,0.0813,0.23579,
2023-06-08,0.26018,0.32522,0.13009,0.22766,0.24392,
2023-06-09,0.07317,0.27644,0.17887,0.10569,0.14635,
2023-06-10,0.187,0.23579,0.14635,0.08943,0.24392,
2023-06-11,0.21139,0.30083,0.21953,0.15448,0.26831,
2023-06-12,0.20326,0.31709,0.22766,0.16261,0.24392,
2023-06-13,0.22766,0.22766,0.26831,0.13009,0.2927,
2023-06-14,0.09756,0.26018,0.24392,0.05691,0.25205,
2023-06-15,0.10569,0.30083,0.16261,0.07317,0.17074,
2023-06-16,0.22766,0.25205,0.16261,0.06504,0.15448,
2023-06-17,0.19513,0.22766,0.30083,0.10569,0.23579,
2023-06-18,0.21953,0.28457,0.15448,0.0813,0.31709,
2023-06-19,0.24392,0.22766,0.21139,0.11383,0.24392,
2023-06-20,0.16261,0.17074,0.17887,0.12196,0.26831,
2023-06-21,0.15448,0.24392,0.13009,0.13009,0.15448,
2023-06-22,0.15448,0.30896,0.2927,0.13009,0.32522,
2023-06-23,0.21953,0.21139,0.17074,0.13009,0.26831,
2023-06-24,0.17074,0.25205,0.23579,0.09756,0.26831,
2023-06-25,0.20326,0.26831,0.22766,0.04878,0.14635,
2023-06-26,0.15448,0.28457,0.28457,0.14635,0.34962,
2023-06-27,0.13009,0.27644,0.20326,0.06504,0.23579,
2023-06-28,0.21953,0.24392,0.17887,0.11383,0.10569,
2023-06-29,0.21139,0.17887,0.13822,0.11383,0.17074,
2023-06-30,0.12196,0.21139,0.22766,0.11383,0.15448,
2023-07-01,0.15448,0.24392,0.43092,0.13822,0.26831,
2023-07-02,0.26018,0.25205,0.25205,0.12196,0.21139,
2023-07-03,0.28457,0.26831,0.32522,0.09756,0.10569,
2023-07-04,0.2927,0.17074,0.17074,0.05691,0.15448,
2023-07-05,0.25205,0.22766,0.21139,0.13009,0.19513,
2023-07-06,0.20326,0.19513,0.24392,0.16261,0.15448,
2023-07-07,0.22766,0.38214,0.2927,0.08943,0.26018,
2023-07-08,0.26018,0.30896,0.28457,0.06504,0.13822,
2023-07-09,0.31709,0.21139,0.12196,0.14635,0.26831,
2023-07-10,0.20326,0.23579,0.15448,0.11383,0.22766,
2023-07-11,0.26018,0.26018,0.187,0.04878,0.21953,
2023-07-12,0.13822,0.30083,0.16261,0.07317,0.187,
2023-07-13,0.26831,0.28457,0.19513,0.06504,0.25205,
2023-07-14,0.15448,0.26018,0.20326,0.08943,0.26831,
2023-07-15,0.30083,0.187,0.27644,0.12196,0.17887,
2023-07-16,0.34962,0.20326,0.17887,0.13822,0.17074,
2023-07-17,0.3984,0.32522,0.15448,0.08943,0.17074,
2023-07-18,0.32522,0.31709,0.16261,0.04065,0.15448,
2023-07-19,0.24392,0.26831,0.07317,0.06504,0.20326,
2023-07-20,0.20326,0.21139,0.21139,0.11383,0.14635,
2023-07-21,0.15448,0.24392,0.23579,0.14635,0.28457,
2023-07-22,0.30896,0.26831,0.28457,0.13009,0.20326,
2023-07-23,0.33336,0.23579,0.32522,0.10569,0.2927,
2023-07-24,0.33336,0.22766,0.35775,0.22766,0.35775,
2023-07-25,0.34149,0.33336,0.22766,0.17887,0.25205,
2023-07-26,0.31709,0.34149,0.25205,0.16261,0.17887,
2023-07-27,0.44719,0.31709,0.26018,0.20326,0.30896,
2023-07-28,0.35775,0.2927,0.38214,0.13822,0.32522,
2023-07-29,0.27644,0.23579,0.30083,0.13822,0.33336,
2023-07-30,0.57728,0.3984,0.36588,0.15448,0.19513,
2023-07-31,0.54475,0.46345,0.42279,0.21953,0.32522,
2023-08-01,0.56915,0.49597,0.47971,0.17887,0.44719,
2023-08-02,0.78868,0.26018,0.30896,0.20326,0.31709,
2023-08-03,0.65859,0.30083,0.43906,0.14635,0.24392,
2023-08-04,0.58541,0.3984,0.43092,0.12196,0.31709,
2023-08-05,0.6098,0.45532,0.27644,0.17887,0.25205,
2023-08-06,0.58541,0.45532,0.21953,0.26831,0.23579,
2023-08-07,0.8212,0.42279,0.30896,0.13822,0.2927,
2023-08-08,0.76428,0.54475,0.31709,0.17074,0.28457,
2023-08-09,0.70737,0.47158,0.36588,0.12196,0.30896,
2023-08-10,0.65859,0.36588,0.25205,0.12196,0.26831,
2023-08-11,0.94316,0.37401,0.36588,0.12196,0.17074,
2023-08-12,1.07325,0.28457,0.31709,0.14635,0.19513,
2023-08-13,1.43101,0.34149,0.43092,0.17074,0.17074,
2023-08-14,1.29278,0.58541,0.48784,0.16261,0.21953,
2023-08-15,1.36596,0.48784,0.25205,0.13822,0.21139,
2023-08-16,1.61801,0.51223,0.16261,0.13822,0.23579,
2023-08-17,1.60175,0.39027,0.25205,0.26018,0.25205,
2023-08-18,1.65054,0.47158,0.17887,0.08943,0.187,
2023-08-19,1.33344,0.38214,0.26018,0.08943,0.17074,
2023-08-20,1.88633,0.38214,0.21139,0.16261,0.17887,
2023-08-21,2.488,0.56102,0.21953,0.17887,0.25205,
2023-08-22,2.00016,0.52849,0.21139,0.10569,0.25205,
2023-08-23,2.60996,0.69924,0.20326,0.0813,0.28457,
2023-08-24,2.36604,0.68298,0.17887,,0.15448,
